ID,UPA,EventDate,Employer,Address1,Address2,City,State,Zip,Latitude,Longitude,Primary NAICS,Hospitalized,Amputation,Inspection,Final Narrative,Nature,NatureTitle,Part of Body,Part of Body Title,Event,EventTitle,Source,SourceTitle,Secondary Source,Secondary Source Title
2017088039,1255401,8/21/2017,Campbell Interior Systems,1319 Jewett St,,SAN ANTONIO,TEXAS,78237,29.42,-98.56,238390,1,0,,An employee placed a 4-foot ladder on top of a 5-foot scaffold and climbed up the ladder to install drywall when the scaffold and employee fell over. The employee suffered a fractured skull and was hospitalized.,111,Fractures,113,Skull,4312,Fall from collapsing structure or equipment 6 to 10 feet,6340,"Scaffolds-staging, unspecified",7420,"Movable ladders, unspecified"
2017088071,1256417,8/22/2017,Scales Construction,7400 Central Fwy. North,,WICHITA FALLS,TEXAS,76305,34,-98.55,236220,1,0,,"An employee was finishing concrete when he became lightheaded and ill due to heat stress and dehydration, requiring hospitalization.",1728,Multiple effects of heat and light,6,BODY SYSTEMS,531,Exposure to environmental heat,9262,Heat-environmental,,
2017088107,1256558,8/23/2017,"Top Flight Steel, Inc.",5721 Williams Drive,Oak Meadows/Randalls,GEORGETOWN,TEXAS,78628,30.7,-97.75,236220,1,0,,"An employee was cinching up a rigging cable on a forklift when a steel beam fell off the forklift and struck the employee's legs, breaking the left femur and right tibia.",111,Fractures,5189,"Multiple leg locations, n.e.c. ",6233,Struck by object falling from vehicle or machinery-other than vehicle part,4133,Beams-unattached metal,8621,"Forklift, order picker, platform truck-powered"
2017088138,1256370,8/23/2017,"Gregory-Edwards, Inc",1422 Eugene Heimann Circle,,RICHMOND,TEXAS,77469,29.57,-95.75,238220,0,1,,"An employee was operating a spreader bar while installing an HVAC unit on a rooftop. A load was being lowered while the injured employee got into position. The load came down too fast for the employee to move out of the way and the spreader bar slammed into his steel toe boot. His hand was caught between the load and the bar, amputating two fingers.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6269,"Struck by swinging or slipping object, other than handheld, n.e.c.",439,"Hoisting accessories, n.e.c.",,
2017088151,1257055,8/24/2017,Kent Companies,D1 Sport 3000 Belmeade Dr.,,CARROLLTON,TEXAS,75006,32.97,-96.84,236220,1,0,,"An employee was loading a riding trowel when the employee's finger was caught between the riding trowel and equipment, breaking and lacerating it.",111,Fractures,4420,"Finger(s), fingernail(s), unspecified",2713,"Collision between a moving and standing vehicle, nonroadway",3299,"Construction, logging, and mining machinery, n.e.c.",3222,"Skid steer loaders, mini loaders"
2017088313,1258650,8/29/2017,Abrams-Kiewit Joint Venture,3125 W. Paisano Dr.,,EL PASO,TEXAS,79922,31.79,-106.52,236220,1,0,,"A crew was offloading T-wall panels using a spreader bar and a loader. Two employees were assisting with the rigging while the loader operator positioned the loader. While the employees were connecting the second piece of rigging, the tension from the rigging attachment gave way, causing the spreader bar to strike the injured employee's hands, fracturing the left index and middle fingers and dislocating the right thumb.",1834,Fractures and dislocations,4429,"Finger(s), fingernail(s), n.e.c.",620,"Struck by object or equipment, unspecified",439,"Hoisting accessories, n.e.c.",,
2017088384,1262335,8/29/2017,"Branch Ironworks, LLC",7733 E. FM 917,,ALVARADO,TEXAS,76009,32.47,-97.24,238120,0,1,1263615,An employee was operating a punch press when it amputated his fingertip.,1311,Amputations,4422,Fingertip(s),6412,Caught in running equipment or machinery during regular operation,3563,Punch presses,,
2017088351,1258981,8/30/2017,"D'Ambra Construction, Company",1911 Montgomery St.,,FORT WORTH,TEXAS,76107,32.74,-97.36,236210,0,1,,"At approximately 9:15 a.m., on 8/30/2017, an employee was bending three pieces of rebar when the employee's right index finger was smashed between the rebar. The finger had to be surgically amputated at the first knuckle.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6412,Caught in running equipment or machinery during regular operation,3511,"Bending, crimping machines",,
2017098474,1260436,9/2/2017,DMG Plaster and Stucco Inc.,5918 Sherry Lane,,DALLAS,TEXAS,75225,32.86,-96.81,238140,1,0,,An employee was lowering a scaffold when the employee's left-hand palm was impaled on the scaffold lever.,133,"Puncture wounds, except gunshot wounds",441,"Hand(s), except finger(s)",60,"Contact with objects and equipment, unspecified",6340,"Scaffolds-staging, unspecified",,
2017098564,1261334,9/6/2017,CB Services Inc,3120 Al Lipscomb Way,,DALLAS,TEXAS,75211,32.77,-96.76,238990,1,0,1263654,"An employee had removed dirt inside a trench using an air hammer. The air hammer was then being removed when it fell on the employee's head, causing a head injury and brain swelling.",1689,"Multiple intracranial injuries, n.e.c.",111,Brain,6230,"Struck by falling object or equipment, unspecified",7231,Hammers-powered,,
2017098619,1261550,9/7/2017,Curran Contracting Company,Near FM 471 & Stillwater Rd.,,SAN ANTONIO,TEXAS,78253,29.24,-98.86,237310,0,1,1262350,An employee was cutting wood with a circular saw when the saw kicked back and amputated two fingertips without bone loss.,1311,Amputations,4422,Fingertip(s),6252,Injured by slipping or swinging object held by injured worker,7224,"Saws-powered, except chainsaws",,
2017098651,1263314,9/8/2017,"Caprock Utility Services, Inc",101 & 163 Chicago Street,,DALHART,TEXAS,79022,41.36,-123.98,237110,1,0,,"An employee was welding on a steel casing pipe while laying on the ground. One pipe was on the bucket of a backhoe when hydraulics settled on the backhoe, causing the pipe to roll off the backhoe and onto the employee. The employee sustained a broken pelvis, internal bleeding, and a contusion to the left leg.",1839,"Fractures and other injuries, n.e.c.",348,Multiple pelvic region locations,6233,Struck by object falling from vehicle or machinery-other than vehicle part,4123,"Metal pipes, tubing",3211,"Backhoes, trackhoes"
2017098660,1261990,9/9/2017,William's Ditching,"Off of soncy, south of perry avenue",,AMARILLO,TEXAS,79101,35.15,-101.93,238990,1,0,1264305,"Employees were placing a water line for the city when one of the employees stepped outside of the trenching box. The earth collapsed around him, fracturing his lower vertebrae.",111,Fractures,322,Lumbar region,651,Excavation or trenching cave-in,611,"Ditches, channels, trenches, excavations",,
2017098672,1261941,9/9/2017,Kahuna Ventures,Eagleclaw Midstream East Toyah Gas Plant,,TOYAH,TEXAS,79785,31.99,-102.07,236220,1,0,,An employee was reaching under a pump when a rattlesnake bit his thumb. He was hospitalized.,1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",6,BODY SYSTEMS,1311,Stings and venomous bites,5141,Venomous snakes,,
2017098742,1263319,9/12/2017,Munilla Construction Management Inc. ,8008 Herb Kelleher Way,,DALLAS,TEXAS,75235,32.84,-96.85,237310,1,0,1265882,"An employee was driving a bulldozer. When it drove on an unlevel surface (about 2 feet difference), his foot slipped off the gas pedal and he fell out of the cab hitting his mouth and nose on the side mirror. The employee fell on the tracks of the bulldozer and it ran over his arm and leg resulting in a fractured femur.",111,Fractures,511,Thigh(s),2734,"Fall or jump from and struck by same vehicle in normal operation, nonroadway",3212,Bulldozers,6631,Ground irregularity
2017098799,1264375,9/13/2017,Latin Framing LLC.,7860 Hwy 183a Toll Rd.,,LEANDER,TEXAS,78641,30.57,-97.82,238130,1,0,1264144,"While framing an apartment complex under construction, an employee fell approximately 22 feet to the ground and sustained a fractured skull, broken back, sprained arm and contusions.",111,Fractures,83,Head and trunk,4335,Other fall to lower level 21 to 25 feet ,60,"Structures and surfaces, unspecified",,
2017098803,1264123,9/14/2017,"Advantage Steel Service, Inc.",3700 Flory St.,,NORTH RICHLAND HILLS,TEXAS,76180,32.81,-97.23,238120,1,0,1264703,An employee was painting a steel beam that was on a saw horse when it fell on and broke his leg.,111,Fractures,510,"Leg(s), unspecified",6239,"Struck by falling object or equipment, n.e.c.",4133,Beams-unattached metal,2232,"Benches, workbenches, saw horses"
2017098838,1263864,9/14/2017,URI Framing Construction,1133 Boyd Rd.,,AZLE,TEXAS,76020,32.91,-97.54,236115,1,0,1271003,"An employee was climbing a residential structure to reach the top plate when he slipped and fell, landing on a brace and breaking his left foot above the ankle. Fall protection was not worn at the time.",111,Fractures,530,"Foot (feet), unspecified",4330,"Other fall to lower level, unspecified",650,"Other structural elements, unspecified",,
2017098921,1265228,9/18/2017,Nivyru Granite,1108 7th Ave.,,FORT WORTH,TEXAS,76104,32.73,-97.34,238340,1,0,,"An employee was unloading crates from a container when one of the crates fell on top of the employee, fracturing the right arm/shoulder.",111,Fractures,484,Shoulder(s) and arm(s),6239,"Struck by falling object or equipment, n.e.c.",2114,"Boxes, crates, cartons",,
2017098980,1265255,9/19/2017,JH Strain and Sons Inc.,I-20 Exit 303,,BAIRD,TEXAS,79504,32.4,-99.39,237310,1,0,,An employee's ankle was run over by a truck.,1972,"Soreness, pain, hurt-nonspecified injury",52,Ankle(s),240,"Pedestrian vehicular incident, unspecified",840,"Highway vehicle, motorized, unspecified",,
2017099050,1271257,9/21/2017,"BRH-Garver Construction, LP",Memorial Drive at ,Carnarvon Drive (Intersection),HOUSTON,TEXAS,77024,29.77,-95.46,237990,0,1,1274538,"An employee was rigging a steel casing for relocation when the casing slipped, causing the employee to lose balance. The casing hit the ground/wall, and the employee's right hand was caught between the casing and a solid object, amputating the middle and index fingers.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6230,"Struck by falling object or equipment, unspecified",9999,Nonclassifiable,,
2017099081,1266067,9/21/2017,"LEE LEWIS CONSTRUCTION, INC.",2960 Epic Place,,GRAND PRAIRIE,TEXAS,75052,32.7,-97.02,236220,1,0,,"An employee was priming bolts in a stairwell while standing on a 6-foot step ladder. He had a paint can in one hand and a paint brush in the other hand. He fell as he was descending the step ladder, breaking two ribs and suffering a collapsed right lung. He was hospitalized.",194,Internal injuries to organs and blood vessels of the trunk,310,"Chest, except internal location of diseases or disorders",4331,Other fall to lower level less than 6 feet,7422,Step ladders,,
2017099120,1268485,9/22/2017,"Cates, Courtney, & Roebuck, Inc.",1 Lockheed Blvd,,FORT WORTH,TEXAS,76108,32.76,-97.44,238110,1,0,,"An employee was pulling the concrete pump hose, lost grip on the pulling rope attached to the pump hose, and fell onto the metal decking resulting in a broken left arm.",111,Fractures,420,"Arm(s), unspecified",40,"Fall, slip, trip, unspecified ",9999,Nonclassifiable,,
2017099148,1266962,9/23/2017,CDI Energy Products,8103 Rankin Rd.,,HUMBLE,TEXAS,77396,29.96,-95.26,238220,0,1,,"On September 23, 2017, at approximately 6:40 an employee was helping another employee to remove build up on an energized fabric cutter roller using a putty knife. The putty knife and the employee's hand were pulled into the knives, resulting in amputation of the distal tip of the right middle finger. The machine was not guarded or locked out at the time.",1311,Amputations,4422,Fingertip(s),6411,"Caught in running equipment or machinery during maintenance, cleaning ",3799,"Special process machinery, n.e.c.",7166,Putty knives
2017099166,1267347,9/24/2017,"Louisiana Crane & Construction, LLC",El Paso Exploration & Production Site,"University Ranch, Lone Wolf Rd",BIG LAKE,TEXAS,76932,35.13,-94.53,238990,1,0,,"An employee was disassembling a crane and lattice boom when the boom fell onto the employee's steel-toed boots crushing toes and amputating part of the big toe, pinky toe and the fourth toe.",1311,Amputations,532,"Toes(s), toenail(s)",6239,"Struck by falling object or equipment, n.e.c.",489,"Vehicle and mobile equipment parts, n.e.c.",3434,Cranes-other mobile cranes
2017099173,1267337,9/25/2017,Arctic Express Insulation LLC,549 Kinson,,CORPUS CHRISTI,TEXAS,78404,27.76,-97.4,238310,1,0,,An employee was climbing down a ladder and lacerated his left arm above his elbow on an air conditioning duct.,132,"Cuts, lacerations",421,Upper arm(s),6329,"Struck against stationary object or equipment, n.e.c.",4122,Ducts,,
2017099270,1268509,9/27/2017,"Schmoldt Construction, Inc.",2400 Long Road,,DENTON,TEXAS,76207,33.26,-97.1,236220,1,0,1269010,"While doing touch-up painting on a roof, an employee slipped and fell approximately 15 feet to the concrete below, suffering a head injury.",160,"Intracranial injuries, unspecified",111,Brain,4333,Other fall to lower level 11 to 15 feet ,6540,"Roofs, unspecified",,
20170910407,1294215,9/28/2017,"Mainland Concrete, Inc. ",5501 Century Blvd.,,TEXAS CITY,TEXAS,77592,29.42,-95.02,238110,1,0,,"An employee was washing out a cement mixer when he slipped on a slick area and fell, fracturing his right tibia.",111,Fractures,513,Lower leg(s),422,Fall on same level due to slipping ,660,"Floors, walkways, ground surfaces, unspecified",,
2017099391,1269329,9/29/2017,MID CITIES ERECTORS LLC,1845 E Northgate Dr,,IRVING,TEXAS,75062,32.84,-96.92,238120,0,1,,An employee was climbing down a gantry crane and knocked out the gantry pin pinching his finger resulting in amputation of the right index and middle fingers.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,3436,"Cranes-gantry, overhead, monorail, container",,
2017099421,1275842,9/30/2017,"Gay & Son Masonry, LP",3701 McKinney Rancg Parkway,,MCKINNEY,TEXAS,75070,33.15,-96.66,238140,1,0,,"An employee was climbing onto a scaffold when he tripped on bricks laying on the scaffolding platform and fell approximately 6 feet to the ground below, fracturing multiple right-side ribs and contusing his thorax. He was hospitalized.",111,Fractures,310,"Chest, except internal location of diseases or disorders",4332,Other fall to lower level 6 to 10 feet,6340,"Scaffolds-staging, unspecified",4111,Bricks and pavers
2017109521,1271336,10/4/2017,American Lighting & Signalization,HS 183 and Colorado St.,,COLEMAN,TEXAS,76834,31.8,-99.42,238210,1,0,1269653,"While performing diagnostics on a street light pole, an employee received an electrical shock and burns on both hands, the abdomen, and the shoulders.",1530,"Electrical burns, unspecified",899,"Multiple body parts, n.e.c.",5110,"Direct exposure to electricity, unspecified",6353,"Lamp posts, street lights",,
2017109591,1271047,10/5/2017,Belfor Property Restoration,8802 Fallbrook Dr.,,HOUSTON,TEXAS,77064,29.92,-95.54,236118,1,0,,"An employee was moving a mainframe containing multiple drivers off a pallet. When the employee moved the mainframe off the pallet, it tilted. The employee tried to stop the mainframe from falling but it fell and hit the employee's right leg, breaking it. The employee was hospitalized.",111,Fractures,510,"Leg(s), unspecified",6239,"Struck by falling object or equipment, n.e.c.",3619,"Computers and peripheral equipment, n.e.c.",216,"Skids, pallets"
2017109600,1271897,10/6/2017,"O.D. Oilfield Energy, Corp.",Driscoll Ranch,,HEBBRONVILLE,TEXAS,78361,27.3,-98.67,237120,1,1,,"An employee was placing belts on a pump jack when his right pinky finger was caught under the pump jack's belt, amputating the fingertip.",1311,Amputations,4422,Fingertip(s),640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,
2017109614,1271384,10/6/2017,Pierce Construction Inc.,4099 East State Hwy 7,,KOSSE,TEXAS,76653,31.28,-96.51,237120,1,0,,"An employee was on a haul truck trailer helping a mechanic tighten bolts. When they were finished and coming off of the trailer, the employee slipped on mud and fell to the ground, breaking an arm.",111,Fractures,420,"Arm(s), unspecified",422,Fall on same level due to slipping ,6630,"Ground, unspecified",555,Mud
2017109621,1272190,10/6/2017,"AR Daniel Construction Services, LLC",506 Tidwell St.,,CEDAR HILL,TEXAS,75104,32.57,-96.95,237110,1,0,,"An employee was using two hydraulic jacks on each side of a 36-inch pipe to create a drainage beneath the highway. The unit was under pressure when a 3-inch fragment of the jack separated and penetrated the employee's hard hat, fracturing the skull.",111,Fractures,113,Skull,6241,"Struck by dislodged flying object, particle",949,"Scrap, waste, debris, n.e.c.",347,Jacks
2017109663,1272444,10/9/2017,"C. Young & Company, Inc.",1 University Way,,SAN ANTONIO,TEXAS,78224,29.3,-98.52,238290,0,1,,"An employee was lifting a steel joist with two coworkers when the coworkers on the other end of the joist let their end go. The employee's right index finger was smashed under the joist, amputating it halfway below the nail.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6232,Struck by object or equipment dropped by other person,4139,"Structural metal materials, n.e.c.",,
2017109741,1272968,10/10/2017,"Nextech Central, LLC",5131 Plains Blvd,,AMARILLO,TEXAS,79106,35.19,-101.89,238220,1,0,,An employee was climbing down a ladder with a tool bag swung over his shoulder when it swung and struck him. He suffered an infection and was hospitalized.,1972,"Soreness, pain, hurt-nonspecified injury",330,"Abdomen, except internal location of diseases or disorders",6269,"Struck by swinging or slipping object, other than handheld, n.e.c.",2157,Tool belts,,
2017109761,1273237,10/11/2017,Javier Hernandez,9238 North Loop 1604 West,,SAN ANTONIO,TEXAS,78249,29.55,-98.66,238160,1,0,1269726,"While working and walking on a flat roof, an employee fell through a skylight and metal decking that were being removed. The employee fell approximately 11 feet onto grocery carts below, requiring hospitalization for multiple fractures. Fall protection was not used at the time.",111,Fractures,9999,Nonclassifiable,4323,Fall through surface or existing opening 11 to 15 feet ,6541,Skylights,,
2017109786,1273159,10/11/2017,Bilfinger Westcon Inc.,201 Formosa Dr,,POINT COMFORT,TEXAS,77978,28.69,-96.54,236210,1,0,,"An employee was working from a 20-foot scaffold and cleaning a pipe system when the hook of a come-a-long tool that was holding the pipe hit the upper side of his right leg, cutting the soft tissue. He was hospitalized.",132,"Cuts, lacerations",511,Thigh(s),620,"Struck by object or equipment, unspecified",4423,"Drums, pulleys, sheaves",,
2017109829,1274911,10/12/2017,"Advance Cooling Towers, Inc.",831 Sparks Dr.,,CLEBURNE,TEXAS,76031,32.4,-97.4,238120,1,0,1272644,An employee was working at a height of approximately 14 feet when he detached his fall protection system to move from one spot to another and fell to the lower level. He punctured a lung and broke two ribs and his right ankle. He was hospitalized.,194,Internal injuries to organs and blood vessels of the trunk,310,"Chest, except internal location of diseases or disorders",4333,Other fall to lower level 11 to 15 feet ,60,"Structures and surfaces, unspecified",,
2017109834,1273882,10/12/2017,"MPS Enterprises, Inc.",FM 2401 / Hwy 349,,MIDLAND,TEXAS,79706,31.64,-101.79,237120,0,1,,"A crew was preparing to load a spool onto a trailer to spool up flex-pipe. An employee was trying to guide the center spool shaft into the trailer guide so he could place the guide-pin into the spool shaft when the spool shifted, trapping his left middle finger between the center spool and the guide place. His fingertip was partially amputated.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,2133,"Reels, rolls, spools, coils, cones",483,Trailers
2017109858,1274083,10/13/2017,"Top Water Midstream, LLC","Hwy 176, 8 miles west of I-20",,MIDLAND,TEXAS,79707,31.96,-102.1,237120,1,0,,"Employees were offloading pipes from an 18-wheeler and laying them on the ground. The operator dropped the load too soon, and the pipes struck an employee's left leg, breaking the tibia in two places.",111,Fractures,513,Lower leg(s),6233,Struck by object falling from vehicle or machinery-other than vehicle part,4120,"Pipes, ducts, tubing, unspecified",,
2017109898,1273981,10/14/2017,FLASHER EQUIPMENT CO.,Davis Ranch Rd.,,SAN ANTONIO,TEXAS,78254,29.53,-98.69,237310,1,1,,"An employee was using an auger to dig a hole for a sign. The auger bit went down approximately 3.5 feet when it reached clay soil, which pulled the auger down toward the ground. The employee's right middle fingertip was then caught and amputated between the auger handle and the sidewalk.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,3241,"Drilling machines, drilling augers",6642,"Sidewalk, path, outdoor walkway-paved"
2017109967,1275484,10/17/2017,"A. H. Beck Foundation Co., Inc.",1200 Harbor Dr,,CORPUS CHRISTI,TEXAS,78401,27.81,-97.4,237310,1,0,,"An employee was disconnecting two adjoining 4"" hoses from a slurry pump when he was splashed by residual hot material left in the hose after a cavitation. He suffered burns to his leg and arm, requiring hospitalization.",1520,"Heat (thermal) burns, unspecified",87,Upper and lower limb(s),533,Contact with hot objects or substances,9999,Nonclassifiable,,
2017109977,1275072,10/17/2017,"Denbow Company, Inc.",8212 Barton Club Drive,Omni Barton Creek,AUSTIN,TEXAS,78735,30.29,-97.85,237110,0,1,,An employee was attempting to remove a manhole lid when it slipped and pinched his left middle finger between the lid and the manhole rim. Skin was removed from his finger (no bone or fingernail loss).,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,4912,Manhole and cistern covers,6122,"Sewers, manholes, storm drains"
2017109983,1275046,10/17/2017,"Tessco Energy Services, Inc.",EQT site,,STERLING CITY,TEXAS,76951,31.83,-100.98,237130,1,0,,"An employee was standing and supervising the take-down of a pole and lines when the pole cracked, broke in half, and fell toward the employee. The employee avoided being struck by the pole but fell to the ground, suffering broken ribs, a broken pelvis, and a collapsed lung.",194,Internal injuries to organs and blood vessels of the trunk,310,"Chest, except internal location of diseases or disorders",429,"Fall on same level, n.e.c. ",6639,"Ground, n.e.c.",6352,Utility and telephone poles
20171010036,1276109,10/19/2017,Easthaven Incorporated,5251 FM 2920,,SPRING,TEXAS,77388,30.07,-95.5,238140,1,0,1273043,"While descending a scaffold ladder, an employee fell 15 feet from around the second tier of the scaffold to the ground, suffering a hip fracture and concussion.",111,Fractures,341,Hip(s),4330,"Other fall to lower level, unspecified",6340,"Scaffolds-staging, unspecified",,
20171010038,1276936,10/19/2017,RonParco,100 Allied Dr ,,PLANO,TEXAS,75093,33.01,-96.78,236220,1,0,,"An employee was unclogging a paint sprayer when it fired while his finger was at the end of the nozzle. The paint/toxin was injected into his left index finger, lacerating it.",132,"Cuts, lacerations",4420,"Finger(s), fingernail(s), unspecified",6242,Struck by discharged object or substance,1862,Paint,7292,"Sprayers, air guns-paint"
20171010056,1275909,10/19/2017,Gulf Coast Pipeline Services,1301 Dickinson Ave.,,DICKINSON,TEXAS,77539,29.48,-95.04,237120,1,0,,"An employee was moving an I-beam by rolling it. The I-beam rolled faster than anticipated, so the employee attempted to grab it. At that point, his finger was pinched between two beams. He lost the end of his finger.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,4133,Beams-unattached metal,,
20171010090,1276522,10/20/2017,Murray Plumbing Company,4430 Plumbing Company,,SAN ANTONIO,TEXAS,78217,29.52,-98.4,238220,1,0,,"An employee tripped and fell down the stairs, breaking his neck.",111,Fractures,20,"Neck, except internal location of diseases or disorders",4330,"Other fall to lower level, unspecified",6610,"Stairs, steps, unspecified",,
20171010169,1277126,10/23/2017,CenterPoint Energy Houston Electric*,8659 Moravian Drive,,SEALY,TEXAS,77474,29.73,-96.07,238210,1,0,,"An employee climbed a pole to work on an order when the pole fell over. The employee also fell to the ground, and the pole landed on his legs. He fractured his back.",111,Fractures,320,"Back, including spine, spinal cord, unspecified",4310,"Fall from collapsing structure or equipment, unspecified",6352,Utility and telephone poles,,
20171010184,1280371,10/24/2017,"Chain Electric Company, Inc.",20195 Hwy 281 N ,,SAN ANTONIO,TEXAS,78240,29.22,-98.47,238210,1,0,1274599,An employee was installing an overhead electrical power line. The tool the employee was using contacted the ground creating a direct short. The employee was hospitalized for electrical flash burns to the face.,1530,"Electrical burns, unspecified",130,"Face, unspecified",510,"Exposure to electricity, unspecified",9999,Nonclassifiable,,
20171010209,1277557,10/24/2017,"Foss-Oil Energy Services, Inc.",Marathon Oil Jobsite,Carpenter Kellner,KENEDY,TEXAS,78119,28.8,-97.94,237130,1,0,,"An employee was helping a heavy equipment operator move a joint of pipe by holding a tag line. As he was walking with the pipe, he stepped on a rock and lost his balance, falling onto and breaking his right leg. He had surgery.",111,Fractures,510,"Leg(s), unspecified",4213,Fall on same level due to tripping over an object ,660,"Floors, walkways, ground surfaces, unspecified",556,"Rocks, crushed stone"
20171010212,1277123,10/24/2017,Precision-Hayes International,704B West Simons Road,,SEAGOVILLE,TEXAS,75159,32.65,-96.58,238120,0,1,1273310,"An employee was operating a slitter machine when the employee's right hand was caught in the machine, causing an amputation to the little finger.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",6412,Caught in running equipment or machinery during regular operation,3599,"Metal, woodworking, and special material machinery, n.e.c.",,
20171010237,1278181,10/25/2017,"Beyer Construction, LLC",New road section of highway,,ROSENBERG,TEXAS,77469,29.5,-95.7,237990,0,1,,"An employee was using a 10 lb. sledgehammer to secure pins to a metal form. As he was striking the last pin, the sledgehammer struck the small digit on his left hand, removing his fingernail and amputating the tip.",1311,Amputations,4422,Fingertip(s),6252,Injured by slipping or swinging object held by injured worker,7154,"Sledges, sledgehammers",,
20171010262,1278174,10/25/2017,Fisk Electric,7920 N. Interstate 35,,SAN ANTONIO,TEXAS,78218,29.5,-98.39,238210,1,0,,"An employee fell approximately 7 feet to the ground while descending a fixed ladder from a roof, fracturing the left leg.",111,Fractures,510,"Leg(s), unspecified",4332,Other fall to lower level 6 to 10 feet,741,Ladders-fixed,,
20171012299,1299269,10/25/2017,Arrowhead Telecom Construction LLC,5850 Park Front Drive #2,,HOUSTON,TEXAS,77036,29.71,-95.54,238210,1,0,1286932,"An employee fell 20 feet off a roof while installing fiber optic cabling, suffering two fractured hips, a broken collarbone, and multiple other broken bones. The employee was hospitalized. Fall protection was not worn at the time of the incident.",111,Fractures,899,"Multiple body parts, n.e.c.",4334,Other fall to lower level 16 to 20 feet,6540,"Roofs, unspecified",,
20171010304,1278555,10/26/2017,Installed Building Products - San Antonio,3623 Bell Strait,,SAN ANTONIO,TEXAS,78257,29.6,-98.55,238170,1,0,,"An employee climbed a ladder to put foam on a window. He was stepping onto a 2"" x 4"" that was on the edge of the window when the board slipped and he fell 20 feet to the ground. He broke seven ribs and possibly an arm.",111,Fractures,310,"Chest, except internal location of diseases or disorders",4334,Other fall to lower level 16 to 20 feet,653,"Windows, openings",4151,"Dimensional lumber: 2x4, 2x3, etc."
20171010451,1280034,10/31/2017,"Peterson Beckner Industries, Inc.",201 Formosa Drive,,POINT COMFORT,TEXAS,77978,28.69,-96.54,238120,1,0,1288168,"Employees were erecting a large tent. The first column bent was put in place using a forklift. Once the column bent was released from the forklift, the column bent fell and struck the injured employee who was on all fours resulting in non-displaced fractured lower vertebrae, broken ribs and head injuries.",111,Fractures,38,Multiple trunk locations,6239,"Struck by falling object or equipment, n.e.c.",659,"Structural elements, n.e.c.",,
20171010465,1280090,10/31/2017,"Sarens USA, Inc",Highway 610 and 288,,HOUSTON,TEXAS,77054,29.68,-95.38,238290,1,0,1276482,"An employee was standing on an outrigger. He was accessing the super structure of the outrigger when he fell approximately 9 feet to the ground, fracturing his right shoulder and detaching a shoulder muscle.",1839,"Fractures and other injuries, n.e.c.",41,"Shoulder(s), including clavicle(s), scapula(e)",4332,Other fall to lower level 6 to 10 feet,3430,"Cranes, unspecified",,
20171110587,1281646,11/3/2017,VA Electrical Contractors LLC,700 Aqua Marina Springs,,SAN MARCOS,TEXAS,78666,29.89,-97.92,238210,1,0,,"An employee was unloading a material storage cabinet on wheels when the cabinet fell over and landed on the employee's leg, breaking the femur.",111,Fractures,511,Thigh(s),6230,"Struck by falling object or equipment, unspecified",2212,"Cabinets, cases-display, storage",,
20171110599,1282190,11/3/2017,"Flex-Erect, LLC",5115 Westheimer,,HOUSTON,TEXAS,77056,29.73,-95.46,238120,1,0,,An employee was transporting a structural steel roll on a cart when it tipped over. The structural steel then rolled back and crushed his toes on the right foot. He was hospitalized.,1971,Crushing injuries,532,"Toes(s), toenail(s)",6223,Struck by object or equipment rolling freely,2133,"Reels, rolls, spools, coils, cones",871,"Cart, dolly, hand truck-nonpowered"
20171110615,1281260,11/3/2017,"Brock Services, LLC",9502 Bayport Blvd,,PASADENA,TEXAS,77507,29.62,-95.06,238990,1,0,,"An employee was monitoring the loading of a railcar when he noticed a vent was leaking. He tried to close the secondary valve to isolate the leak. He put his safety harness on and pulled a probe up to close the valve and isolate the leak. When he pulled the probe up, he heard a pop. The vent hose blew off, spraying him with acetic acid. He suffered first and second degree burns to his lower legs and feet, requiring hospitalization.",1512,Second degree chemical burns and corrosions,5819,"Foot(feet) and leg(s), n.e.c.",5544,"Exposure through intact skin, eyes, or other exposed tissue",1111,"Acetic acid, vinegar",,
20171110633,1282360,11/4/2017,Turner Roofing Co. Ltd.,17702 N. W. Military Hwy.,,SAN ANTONIO,TEXAS,78257,29.6,-98.56,238160,1,0,,"An employee was trying to access the roof from a ladder when he fell off and hit the ground, breaking his ankle.  The ladder did not extend 3 feet above the access point and was not tied to any structure at the time.",111,Fractures,52,Ankle(s),4330,"Other fall to lower level, unspecified",7420,"Movable ladders, unspecified",,
